"LLAVEVIV","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","FOLIO","VIV_SEL","ENT","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"0000101","02","04","01","1","2","1","1","03","1","","00001","01","03","1","1","017","00196",613
"0000210","01","03","01","1","1","1","1","01","1","","00002","10","31","3","6","179","02088",1811
"0000303","02","04","01","1","1","1","1","02","1","","00003","03","09","1","4","050","00763",485
"0000401","01","04","01","1","1","1","1","01","1","","00004","01","03","1","1","017","00182",715
"0000503","03","06","02","2","","1","1","04","1","","00005","03","09","1","4","049","00631",3756
"0000603","02","04","01","2","","1","2","04","1","","00006","03","07","1","6","040","00459",4492
"0000704","01","03","00","1","1","2","","06","1","","00007","04","20","4","6","111","01380",3726
"0000803","01","03","01","2","","2","","03","1","","00008","03","24","2","2","135","01585",1797
"0000904","03","04","01","2","","1","1","04","1","","00009","04","19","1","2","107","01297",3504
"0001004","03","04","01","1","1","1","1","04","1","","00010","04","02","1","1","011","00136",2692
"0001102","03","05","02","1","1","1","1","04","1","","00011","02","22","1","3","127","01481",2049
"0001201","03","05","02","1","1","1","1","05","1","","00012","01","11","4","3","057","00834",19030
"0001303","02","04","01","2","","1","1","05","1","","00013","03","27","1","6","156","01831",1596
"0001408","03","03","00","2","","1","2","02","1","","00014","08","07","4","6","039","00454",3356
"0001504","01","04","01","2","","1","1","02","1","","00015","04","17","1","5","097","01171",1518
"0001609","03","04","01","2","","1","1","06","1","","00016","09","14","4","3","077","00970",8757
"0001704","03","05","01","1","1","1","1","04","1","","00017","04","05","1","2","030","00358",1424
"0001816","02","03","01","2","","2","","02","1","","00018","16","13","4","5","070","00933",2426
"0001904","05","08","02","1","3","1","1","05","1","","00019","04","08","1","1","044","00508",2710
"0002008","01","02","01","2","","2","","01","1","","00020","08","28","4","2","160","01848",1343
"0002105","03","05","02","1","1","1","1","04","1","","00021","05","15","1","5","087","01095",11960
"0002205","03","03","01","1","1","1","1","03","1","","00022","05","11","1","3","059","00861",5503
"0002318","01","03","01","2","","2","","01","1","","00023","18","16","3","3","088","01108",4784
"0002413","02","04","01","1","1","1","1","02","1","","00024","13","02","4","1","008","00063",1922
"0002502","01","05","02","1","1","1","1","02","1","","00025","02","09","1","4","050","00735",2939
"0002601","02","05","02","1","1","1","1","04","2","02","00026","01","32","3","3","186","02143",1518
"0002701","02","05","01","1","1","1","1","01","1","","00027","01","28","1","2","164","01953",2054
"0002805","02","03","00","2","","2","","04","1","","00028","05","11","2","3","056","00829",19751
"0002920","02","02","01","1","1","1","1","06","1","","00029","20","27","2","6","153","01812",2385
"0003001","03","05","02","2","","2","","05","1","","00030","01","09","1","4","050","00736",2891
"0003102","03","04","00","2","","1","1","07","1","","00031","02","21","1","5","120","01419",6156
"0003209","02","03","01","2","","2","","02","1","","00032","09","16","4","3","089","01113",3018
"0003316","02","03","01","2","","2","","04","1","","00033","16","27","3","6","153","01811",2396
"0003403","03","04","01","1","2","1","1","04","1","","00034","03","05","1","2","030","00356",1435
"0003504","02","02","01","1","2","1","1","06","1","","00035","04","26","1","1","151","01773",2173
"0003603","03","07","03","1","2","1","1","01","1","","00036","03","22","1","3","127","01494",1700
"0003704","02","03","01","1","2","1","1","05","1","","00037","04","02","1","1","011","00137",2455
"0003804","02","03","01","1","1","1","1","03","1","","00038","04","28","1","2","164","01958",1911
"0003903","02","06","01","2","","1","1","03","1","","00039","03","09","1","4","049","00612",4271
"0004014","02","04","01","2","","2","","02","1","","00040","14","12","4","6","063","00888",2579
"0004102","02","04","01","1","1","1","1","03","1","","00041","02","13","4","5","071","00934",2679
"0004215","03","04","01","2","","1","2","05","1","","00042","15","21","2","5","116","01407",6595
"0004315","03","05","02","1","2","1","1","03","1","","00043","15","08","4","1","043","00482",3070
"0004405","01","02","00","2","","2","","01","1","","00044","05","15","3","5","085","01027",15661
"0004511","02","04","00","2","","2","","02","1","","00045","11","27","4","6","155","01821",1493
"0004604","01","04","02","2","","1","1","02","1","","00046","04","12","1","6","065","00900",2894
"0004705","01","03","01","2","","1","1","03","1","","00047","05","29","3","5","169","01986",1167
"0004815","01","02","00","2","","2","","01","1","","00048","15","12","4","6","063","00887",2678
"0004901","01","05","00","2","","1","1","07","1","","00049","01","09","1","4","049","00670",2177
"0005004","01","04","01","2","","1","1","02","1","","00050","04","23","1","6","132","01555",1256
"0005101","01","02","01","2","","2","","02","1","","00051","01","13","4","5","070","00931",3702
"0005205","01","05","01","1","1","1","1","04","1","","00052","05","05","1","2","029","00290",1726
"0005305","03","05","03","1","1","1","1","03","1","","00053","05","17","1","5","098","01199",1137
"0005410","01","03","01","2","","1","1","04","1","","00054","10","32","2","3","186","02142",1673
"0005519","01","04","01","2","","2","","02","1","","00055","19","19","3","2","105","01255",1919
"0005606","03","05","01","1","1","2","","02","1","","00056","06","29","4","5","167","01976",500
"0005704","03","06","01","1","3","1","1","03","1","","00057","04","09","1","4","050","00750",2094
"0005805","02","04","01","1","1","1","1","01","1","","00058","05","02","1","1","011","00134",2795
"0005909","03","04","00","1","2","1","2","05","1","","00059","09","30","4","5","173","02043",4521
"0006004","02","04","01","1","1","1","1","04","1","","00060","04","26","1","1","152","01801",2119
"0006103","02","03","01","1","1","1","1","02","1","","00061","03","11","1","3","059","00863",5357
"0006214","01","01","00","2","","1","1","01","1","","00062","14","12","2","6","062","00879",3249
"0006316","03","05","01","1","2","1","1","05","1","","00063","16","24","4","2","137","01597",1065
"0006403","03","07","02","1","3","1","1","03","1","","00064","03","10","1","1","054","00811",1294
"0006519","03","05","01","1","1","1","1","03","1","","00065","19","10","3","1","051","00765",1494
"0006614","03","04","01","2","","1","2","05","1","","00066","14","32","4","3","187","02146",1688
"0006705","01","02","01","2","","2","","01","1","","00067","05","04","1","6","023","00250",380
"0006804","03","06","03","2","","1","1","03","1","","00068","04","09","1","4","049","00607",4573
"0006903","04","05","02","2","","1","1","04","1","","00069","03","18","3","3","100","01214",1363
"0007003","03","04","01","2","","1","1","04","1","","00070","03","01","1","3","005","00039",1139
"0007103","02","03","01","2","","2","","05","1","","00071","03","25","4","1","143","01683",811
"0007215","03","07","01","1","1","1","1","03","1","","00072","15","32","2","3","186","02142",1673
"0007302","03","04","01","1","1","1","1","01","1","","00073","02","02","1","1","011","00139",2151
"0007402","02","05","01","1","1","1","1","04","1","","00074","02","15","1","5","085","01044",11976
"0007501","02","05","01","2","","1","1","03","1","","00075","01","21","1","5","120","01427",4872
"0007615","01","02","01","1","1","2","","02","1","","00076","15","08","4","1","043","00484",2372
"0007718","03","05","01","2","","1","2","08","1","","00077","18","07","3","6","037","00443",3934
"0007803","02","03","01","1","1","1","1","04","1","","00078","03","32","1","3","190","02171",1808
"0007912","02","03","01","2","","1","1","03","1","","00079","12","20","3","6","109","01374",2508
"0008009","01","02","00","2","","2","","05","1","","00080","09","30","4","5","173","02040",4785
"0008111","02","03","00","2","","2","","03","1","","00081","11","07","4","6","039","00454",3356
"0008203","02","03","01","1","1","1","1","03","1","","00082","03","02","1","1","010","00096",3718
"0008301","02","03","01","2","","1","1","02","1","","00083","01","09","1","4","049","00649",3262
"0008402","02","03","01","1","1","1","1","03","1","","00084","02","09","1","4","050","00682",3886
"0008520","03","03","01","1","1","1","1","07","1","","00085","20","25","4","1","143","01678",2442
"0008604","02","04","01","2","","1","1","02","1","","00086","04","05","2","2","027","00276",1431
"0008717","02","03","02","1","1","1","1","02","1","","00087","17","19","3","2","105","01255",1919
"0008802","02","05","01","2","","1","1","05","1","","00088","02","09","1","4","049","00622",4001
"0008904","02","04","02","1","1","1","1","04","1","","00089","04","24","4","2","137","01599",1009
"0009001","04","06","01","1","1","1","1","01","1","","00090","01","16","2","3","088","01109",4626
"0009111","02","03","01","1","2","2","","05","1","","00091","11","08","4","1","043","00484",2372
"0009216","02","05","01","1","1","1","1","04","1","","00092","16","21","3","5","115","01405",6115
"0009302","01","03","01","1","1","2","","01","1","","00093","02","32","2","3","185","02139",1468
"0009403","02","05","02","1","2","2","","03","1","","00094","03","14","1","3","079","00991",8242
"0009505","02","03","01","1","1","1","1","03","1","","00095","05","25","1","1","144","01687",3018
"0009619","02","03","00","2","","2","","03","1","","00096","19","24","4","2","136","01588",1337
"0009703","03","06","01","2","","2","","07","1","","00097","03","24","1","2","138","01604",1399
"0009816","02","03","01","2","","1","1","02","1","","00098","16","20","2","6","110","01375",5038
"0009904","01","02","01","1","1","1","1","01","1","","00099","04","27","4","6","155","01818",1651
"0010001","02","03","01","2","","1","1","02","1","","00100","01","15","2","5","081","01014",20259
"0010103","02","04","01","2","","1","1","03","1","","00101","03","24","1","2","139","01641",1237
"0010203","04","05","02","1","1","1","1","03","1","","00102","03","15","1","5","086","01089",2758
"0010305","03","06","02","1","1","1","1","04","1","","00103","05","04","1","6","023","00245",744
"0010405","01","01","00","2","","1","1","01","1","","00104","05","09","1","4","049","00658",3100
"0010502","01","03","01","2","","2","","01","1","","00105","02","05","1","2","030","00357",1426
"0010602","02","03","01","1","2","1","1","03","1","","00106","02","05","1","2","030","00356",1435
"0010709","01","01","01","1","1","1","1","04","1","","00107","09","26","2","1","147","01736",2632
"0010804","02","04","02","1","1","1","1","03","1","","00108","04","09","1","4","050","00754",1844
"0010911","01","05","02","2","","2","","01","1","","00109","11","11","3","3","056","00830",5624
"0011005","02","05","01","1","1","1","1","05","1","","00110","05","08","1","1","045","00521",3216
"0011102","01","02","00","2","","1","1","05","1","","00111","02","18","1","3","103","01239",952
"0011201","01","04","01","1","1","1","1","03","1","","00112","01","14","4","3","077","00969",10589
"0011305","03","05","01","1","2","1","1","03","2","03","00113","05","14","1","3","078","00981",8739
"0011401","04","05","02","1","1","1","2","06","1","","00114","01","24","3","2","138","01607",1334
"0011501","03","05","01","2","","1","1","06","1","","00115","01","15","1","5","085","01029",15501
"0011601","03","04","01","1","1","2","","03","1","","00116","01","13","4","5","071","00938",2501
"0011710","02","03","01","1","1","1","1","05","1","","00117","10","16","3","3","088","01108",4784
"0011806","01","04","01","1","1","1","1","02","1","","00118","06","27","2","6","153","01812",2385
"0011904","02","04","01","1","1","1","1","05","1","","00119","04","05","1","2","029","00282",1842
"0012001","04","07","02","1","3","1","1","06","1","","00120","01","28","1","2","163","01942",1687
"0012113","03","04","01","2","","1","1","05","1","","00121","13","13","2","5","067","00923",1581
"0012215","01","03","01","1","1","2","","02","1","","00122","15","08","2","1","042","00480",3631
"0012304","03","04","01","1","1","1","1","05","1","","00123","04","15","2","5","085","01041",12342
"0012404","03","04","01","1","1","1","1","02","1","","00124","04","25","1","1","145","01720",1138
"0012505","01","02","01","1","1","1","1","01","1","","00125","05","26","1","1","152","01797",2217
"0012602","02","04","01","1","1","1","1","01","1","","00126","02","08","1","1","044","00504",2767
"0012714","03","04","01","2","","2","","06","1","","00127","14","15","4","5","083","01024",5447
"0012805","01","02","01","2","","1","1","01","1","","00128","05","06","1","3","035","00420",813
"0012904","02","03","01","1","1","1","1","04","1","","00129","04","25","1","1","146","01728",3474
"0013002","02","03","01","2","","2","","03","1","","00130","02","04","1","6","023","00246",730
"0013105","01","04","02","1","2","1","1","03","1","","00131","05","08","1","1","046","00538",3159
"0013208","02","03","00","2","","2","","06","1","","00132","08","20","4","6","111","01385",3030
"0013319","02","05","01","1","1","1","1","02","1","","00133","19","20","2","6","110","01375",5038
"0013402","02","02","01","2","","1","1","06","1","","00134","02","15","1","5","085","01047",11613
"0013513","01","01","00","2","","2","","02","1","","00135","13","24","3","2","135","01586",1785
"0013601","03","03","01","1","1","1","1","08","2","02","00136","01","05","1","2","029","00319",1512
"0013708","01","04","01","2","","2","","01","1","","00137","08","22","4","3","125","01467",2137
"0013808","01","01","00","2","","2","","04","1","","00138","08","24","4","2","136","01589",1281
"0013904","01","05","01","1","1","1","1","03","1","","00139","04","09","1","4","050","00715",3333
"0014004","03","05","01","1","1","1","1","08","1","","00140","04","28","1","2","163","01927",1767
"0014110","02","03","00","2","","1","1","05","1","","00141","10","30","4","5","173","02041",4774
"0014204","02","03","01","2","","1","1","02","1","","00142","04","29","4","5","169","02008",972
"0014304","03","04","01","1","2","1","1","09","1","","00143","04","28","1","2","163","01945",1648
"0014409","04","08","02","1","1","1","1","06","1","","00144","09","01","2","3","002","00006",392
"0014514","02","03","01","1","2","1","1","03","1","","00145","14","03","4","1","014","00148",833
"0014617","03","05","01","1","1","1","1","03","1","","00146","17","27","3","6","153","01808",2893
"0014703","02","03","01","2","","2","","05","1","","00147","03","23","1","6","133","01564",1797
"0014801","02","03","01","2","","1","1","01","1","","00148","01","15","1","5","086","01087",7105
"0014904","02","03","00","2","","2","","03","1","","00149","04","15","3","5","085","01027",15661
"0015002","01","02","01","2","","1","2","06","1","","00150","02","25","2","1","141","01674",2705
"0015108","02","05","01","1","2","1","1","05","1","","00151","08","05","2","2","026","00274",1433
"0015203","04","05","01","1","1","1","1","05","1","","00152","03","14","1","3","079","00996",7162
"0015301","03","06","01","1","3","1","1","04","1","","00153","01","03","2","1","013","00147",488
"0015404","01","02","00","2","","2","","05","1","","00154","04","15","3","5","081","01015",19018
"0015504","02","05","02","1","1","1","1","04","1","","00155","04","28","1","2","164","01956",2005
"0015602","02","05","01","2","","1","1","02","1","","00156","02","31","1","6","183","02122",1914
"0015704","02","07","03","2","","2","","01","1","","00157","04","06","1","3","035","00414",927
"0015816","03","04","00","1","1","1","1","05","1","","00158","16","24","4","2","137","01600",973
"0015903","02","05","01","1","1","1","1","04","1","","00159","03","30","1","5","176","02072",5849
"0016001","02","04","01","1","2","1","1","04","1","","00160","01","26","1","1","152","01799",2201
"0016104","03","06","03","1","3","1","1","03","1","","00161","04","27","3","6","158","01839",3897
"0016202","02","03","01","2","","1","1","02","1","","00162","02","17","1","5","098","01197",1206
"0016308","03","04","01","2","","2","","05","2","02","00163","08","16","4","3","089","01112",3033
"0016406","02","04","00","2","","2","","03","1","","00164","06","20","4","6","111","01379",3848
"0016501","02","05","02","1","1","1","1","02","1","","00165","01","13","2","5","068","00924",5515
"0016601","02","06","02","1","1","1","1","02","1","","00166","01","31","1","6","183","02111",2375
"0016703","01","03","03","1","1","1","1","02","1","","00167","03","12","1","6","065","00899",2951
"0016805","01","02","02","1","2","1","1","03","1","","00168","05","06","1","3","034","00411",728
"0016902","05","08","02","2","","1","1","04","1","","00169","02","09","1","4","049","00636",3624
"0017005","02","03","01","2","","1","1","03","1","","00170","05","16","1","3","091","01127",3613
"0017118","02","04","00","2","","1","1","06","1","","00171","18","30","4","5","173","02043",4521
"0017205","01","03","01","2","","1","1","01","1","","00172","05","22","3","3","126","01475",1858
"0017316","02","04","01","1","1","1","1","03","1","","00173","16","23","2","6","129","01514",2031
"0017420","02","03","00","2","","2","","02","1","","00174","20","24","4","2","137","01600",973
"0017517","03","05","01","2","","2","","01","1","","00175","17","29","2","5","166","01969",729
"0017612","02","04","01","1","1","1","1","04","1","","00176","12","20","3","6","110","01376",4727
"0017720","02","03","01","2","","1","1","06","1","","00177","20","27","4","6","155","01818",1651
"0017803","02","04","01","2","","1","1","02","1","","00178","03","14","2","3","075","00961",16402
"0017905","01","03","01","2","","1","1","01","1","","00179","05","01","1","3","005","00034",1336
"0018004","04","04","03","2","","2","","04","1","","00180","04","03","1","1","015","00154",698
"0018104","03","06","01","1","2","1","1","01","1","","00181","04","13","3","5","067","00919",1831
"0018204","02","03","01","2","","1","1","05","1","","00182","04","28","1","2","162","01887",1655
"0018310","02","03","01","2","","1","1","03","1","","00183","10","11","3","3","056","00832",4770
"0018402","02","04","01","1","1","2","","02","1","","00184","02","29","3","5","170","02015",1223
"0018505","02","03","01","2","","1","1","05","1","","00185","05","02","4","1","008","00063",1922
"0018607","03","06","01","2","","1","1","04","1","","00186","07","15","4","5","083","01023",11415
"0018702","02","04","01","2","","1","1","02","1","","00187","02","22","1","3","127","01488",1944
"0018802","01","02","01","2","","2","","02","1","","00188","02","03","1","1","017","00190",665
"0018904","03","04","01","1","2","1","1","03","1","","00189","04","03","1","1","017","00187",686
"0019002","03","05","01","1","1","1","1","06","1","","00190","02","29","2","5","169","02006",987
"0019104","02","03","01","2","","1","1","02","1","","00191","04","19","1","2","107","01324",3029
"0019211","01","01","01","2","","2","","01","1","","00192","11","03","3","1","012","00144",592
"0019312","02","02","01","2","","1","1","04","1","","00193","12","26","2","1","147","01737",2630
"0019402","02","03","01","2","","1","1","05","1","","00194","02","19","1","2","107","01302",3301
"0019504","02","03","01","2","","1","1","03","1","","00195","04","19","1","2","106","01283",3163
"0019619","02","04","01","2","","1","1","04","1","","00196","19","27","3","6","153","01809",2602
"0019705","03","04","02","2","","2","","03","1","","00197","05","16","1","3","092","01128",5229
"0019805","03","06","01","1","2","1","1","05","1","","00198","05","19","1","2","106","01286",3116
"0019904","02","04","01","1","1","1","1","02","1","","00199","04","32","1","3","189","02161",1175
"0020003","01","06","01","2","","1","1","03","1","","00200","03","26","1","1","151","01788",1815
"0020118","01","02","01","2","","2","","02","1","","00201","18","11","3","3","056","00830",5624
"0020201","02","06","01","2","","1","2","03","1","","00202","01","06","1","3","034","00402",809
"0020301","03","06","03","1","1","1","1","03","1","","00203","01","22","2","3","128","01501",2174
"0020409","02","02","01","1","1","1","1","06","1","","00204","09","26","4","1","149","01740",2152
"0020504","02","04","00","1","1","1","1","05","1","","00205","04","07","4","6","039","00451",3817
"0020602","04","05","01","2","","1","1","04","1","","00206","02","19","1","2","108","01336",3461
"0020703","01","03","01","2","","1","1","02","1","","00207","03","09","1","4","049","00624",3913
"0020805","03","08","03","1","1","1","1","01","1","","00208","05","24","1","2","140","01658",1419
"0020910","01","02","01","2","","1","1","04","1","","00209","10","04","3","6","020","00223",797
"0021004","04","05","02","1","1","1","1","02","1","","00210","04","12","1","6","066","00908",3730
"0021104","02","04","01","1","1","1","1","04","1","","00211","04","09","1","4","049","00640",3566
"0021205","01","03","01","2","","1","1","01","1","","00212","05","25","1","1","144","01697",2258
"0021302","03","05","01","1","2","1","2","10","1","","00213","02","10","4","1","052","00768",1450
"0021407","03","05","01","1","1","1","1","03","1","","00214","07","13","3","5","067","00919",1831
"0021517","01","02","00","2","","2","","03","1","","00215","17","20","4","6","111","01381",3504
"0021604","02","03","01","1","1","1","1","04","1","","00216","04","19","1","2","106","01271",3317
"0021704","01","02","01","2","","1","1","02","1","","00217","04","32","1","3","189","02157",1267
"0021809","02","04","01","2","","2","","07","1","","00218","09","11","2","3","056","00831",4889
"0021904","02","04","03","1","2","1","1","02","1","","00219","04","14","1","3","079","00986",9208
"0022002","02","02","01","2","","1","1","06","1","","00220","02","23","1","6","132","01535",1754
"0022102","02","06","02","1","2","1","1","04","1","","00221","02","05","1","2","030","00346",1489
"0022204","01","03","02","1","1","1","1","01","1","","00222","04","17","1","5","098","01199",1137
"0022305","01","05","01","1","5","1","1","01","1","","00223","05","05","1","2","029","00319",1512
"0022420","03","04","01","1","1","1","1","04","1","","00224","20","11","3","3","056","00832",4770
"0022501","02","04","01","1","1","1","1","02","1","","00225","01","19","1","2","107","01322",3056
"0022612","02","05","01","2","","1","1","04","1","","00226","12","04","3","6","020","00223",797
"0022705","01","03","01","2","","1","1","02","1","","00227","05","23","1","6","131","01521",1873
"0022801","03","05","01","1","1","1","1","04","1","","00228","01","28","4","2","160","01848",1343
"0022904","01","02","01","2","","1","1","04","1","","00229","04","14","1","3","078","00973",11411
"0023004","02","04","01","2","","2","","02","1","","00230","04","10","4","1","052","00771",1323
"0023105","02","03","01","1","1","2","","03","1","","00231","05","29","4","5","167","01973",2789
"0023202","01","02","01","1","1","1","1","01","1","","00232","02","28","1","2","162","01907",1463
"0023304","02","04","02","2","","1","1","02","1","","00233","04","31","1","6","183","02119",2058
"0023404","02","04","01","2","","1","1","05","1","","00234","04","27","4","6","154","01814",2660
"0023503","02","04","01","2","","2","","05","1","","00235","03","24","4","2","137","01600",973
"0023604","05","11","01","2","","1","1","08","2","03","00236","04","21","1","5","121","01446",3141
"0023703","04","07","03","1","3","1","1","04","1","","00237","03","14","1","3","079","00993",7413
"0023818","04","05","01","2","","1","1","07","1","","00238","18","12","2","6","061","00876",2994
"0023904","02","03","01","1","1","1","1","02","1","","00239","04","05","1","2","029","00309",1593
"0024002","01","02","01","1","1","1","1","01","1","","00240","02","14","1","3","079","00992",7674
"0024101","02","05","02","2","","2","","02","1","","00241","01","18","1","3","103","01237",1027
"0024204","02","03","01","1","1","1","1","03","1","","00242","04","29","3","5","169","02005",989
"0024318","01","02","01","2","","1","1","01","1","","00243","18","26","3","1","147","01735",2939
"0024404","01","03","00","2","","1","1","01","1","","00244","04","09","1","4","049","00668",2665
"0024502","02","02","01","1","1","1","1","02","1","","00245","02","24","1","2","139","01643",1214
"0024604","01","02","01","1","1","1","1","03","1","","00246","04","25","1","1","145","01699",2772
"0024701","04","06","02","1","1","1","1","10","1","","00247","01","29","3","5","166","01966",2755
"0024805","04","04","03","2","","1","1","03","1","","00248","05","02","1","1","009","00092",2345
"0024902","02","03","00","2","","1","1","04","1","","00249","02","04","1","6","024","00252",853
"0025002","02","03","01","1","1","1","1","05","1","","00250","02","19","3","2","105","01255",1919
"0025102","01","01","01","2","","2","","01","1","","00251","02","17","1","5","097","01160",1876
"0025205","01","02","02","1","1","1","1","01","1","","00252","05","14","3","3","075","00962",15240
"0025302","01","03","01","1","2","1","1","02","1","","00253","02","02","1","1","009","00078",3090
"0025413","01","02","01","2","","2","","04","1","","00254","13","25","4","1","143","01680",2209
"0025502","01","04","01","2","","1","1","04","1","","00255","02","31","1","6","183","02118",2076
"0025607","02","04","01","1","1","1","1","05","1","","00256","07","09","4","4","047","00556",1507
"0025705","02","03","02","1","1","1","1","01","1","","00257","05","26","1","1","152","01801",2119
"0025807","02","06","01","1","1","2","","05","1","","00258","07","17","4","5","096","01157",995
"0025903","02","03","01","1","1","2","","03","1","","00259","03","14","4","3","077","00969",10589
"0026001","02","04","01","2","","2","","06","1","","00260","01","28","1","2","162","01909",1376
"0026114","03","05","01","2","","2","","07","1","","00261","14","29","4","5","167","01976",500
"0026201","02","03","01","2","","2","","02","1","","00262","01","02","1","1","009","00066",3514
"0026304","03","04","01","1","1","1","1","04","1","","00263","04","08","2","1","042","00479",11188
"0026410","02","04","01","2","","2","","04","1","","00264","10","18","4","3","101","01218",1072
"0026503","03","05","01","2","","1","1","05","1","","00265","03","22","1","3","126","01478",1530
"0026613","02","05","01","2","","1","2","04","1","","00266","13","20","3","6","110","01376",4727
"0026704","02","03","01","1","1","1","1","07","1","","00267","04","18","1","3","102","01222",1297
"0026801","02","03","01","1","1","1","1","03","1","","00268","01","11","1","3","058","00842",5752
"0026905","03","04","02","1","1","1","1","04","1","","00269","05","23","1","6","132","01552",1391
"0027013","03","06","01","1","1","1","1","07","1","","00270","13","17","3","5","094","01149",880
"0027102","02","04","01","1","1","1","1","03","1","","00271","02","17","3","5","099","01202",1757
"0027203","03","03","01","2","","1","1","05","1","","00272","03","17","1","5","097","01170",1534
"0027312","02","02","00","2","","2","","03","1","","00273","12","21","4","5","117","01411",4824
"0027404","03","07","03","1","2","1","1","03","1","","00274","04","02","1","1","010","00106",2989
"0027509","01","02","01","2","","1","1","03","1","","00275","09","02","2","1","007","00060",4118
"0027605","01","01","01","2","","1","1","01","1","","00276","05","23","4","6","130","01515",1790
"0027712","01","02","00","2","","2","","01","1","","00277","12","27","4","6","155","01819",1628
"0027804","02","03","01","1","1","1","1","03","1","","00278","04","06","1","3","035","00431",727
"0027901","03","05","01","1","3","1","1","04","1","","00279","01","24","1","2","140","01653",1495
"0028006","01","02","01","2","","1","1","01","1","","00280","06","13","4","5","071","00937",2578
"0028105","02","04","01","1","1","1","1","02","1","","00281","05","28","1","2","162","01908",1446
"0028205","02","04","01","2","","1","1","01","1","","00282","05","28","1","2","163","01916",1926
"0028301","01","04","01","1","2","1","1","02","1","","00283","01","05","1","2","031","00379",1799
"0028405","02","03","01","2","","1","1","04","1","","00284","05","10","1","1","054","00815",1250
"0028501","02","04","02","1","1","2","","01","1","","00285","01","22","1","3","128","01505",2103
"0028605","03","06","03","1","2","1","1","06","1","","00286","05","07","1","6","041","00471",4775
"0028702","01","02","01","1","1","1","1","03","1","","00287","02","28","1","2","162","01899",1566
"0028804","02","02","01","2","","2","","05","1","","00288","04","10","1","1","054","00797",1406
"0028918","03","06","01","1","1","1","1","02","1","","00289","18","05","2","2","027","00276",1431
"0029005","01","02","00","2","","1","2","04","1","","00290","05","07","3","6","037","00443",3934
"0029109","04","05","02","2","","1","1","06","1","","00291","09","11","3","3","056","00830",5624
"0029202","02","03","01","1","1","2","","04","1","","00292","02","29","3","5","169","01993",1100
"0029305","02","02","01","2","","2","","04","1","","00293","05","07","1","6","040","00461",4273
"0029411","02","04","01","2","","2","","01","1","","00294","11","18","4","3","101","01217",1108
"0029517","03","07","02","1","4","1","1","02","1","","00295","17","08","4","1","043","00482",3070
"0029604","03","05","02","2","","2","","05","1","","00296","04","15","1","5","085","01030",15076
"0029701","03","04","01","1","1","1","1","02","1","","00297","01","09","1","4","048","00602",1454
"0029813","04","05","01","1","1","1","1","03","2","02","00298","13","13","4","5","071","00937",2578
"0029904","02","03","01","1","1","1","1","02","1","","00299","04","05","2","2","030","00348",1476
"0030002","03","06","02","1","2","1","1","05","1","","00300","02","19","1","2","108","01349",3298
"0030103","02","03","00","2","","2","","06","1","","00301","03","07","4","6","039","00452",3699
"0030203","01","01","01","2","","2","","03","1","","00302","03","08","1","1","044","00495",2970
"0030302","03","07","02","1","1","1","1","05","1","","00303","02","09","1","4","049","00623",3934
"0030402","03","05","02","1","1","1","1","04","1","","00304","02","05","1","2","031","00379",1799
"0030503","03","04","03","1","3","1","1","05","1","","00305","03","26","1","1","152","01805",1980
"0030603","01","05","01","2","","1","2","02","1","","00306","03","07","3","6","037","00443",3934
"0030705","02","03","01","1","1","1","1","04","1","","00307","05","11","1","3","058","00840",5935
"0030802","02","04","01","1","2","1","1","02","1","","00308","02","02","1","1","009","00090",2545
"0030901","02","05","01","1","1","1","1","03","1","","00309","01","28","1","2","164","01960",1830
"0031001","02","05","04","1","2","1","1","02","1","","00310","01","31","1","6","184","02135",2421
"0031102","01","02","01","2","","2","","02","1","","00311","02","25","1","1","145","01703",2703
"0031202","02","03","01","2","","1","1","08","1","","00312","02","07","4","6","039","00450",4023
"0031301","03","06","02","1","4","1","1","06","1","","00313","01","28","1","2","164","01959",1904
"0031401","01","02","01","2","","1","1","02","1","","00314","01","23","1","6","132","01532",1887
"0031501","02","03","01","2","","1","1","03","1","","00315","01","18","1","3","102","01222",1297
"0031604","02","05","02","1","1","1","1","03","1","","00316","04","13","1","5","072","00945",1958
"0031702","02","04","01","1","1","1","1","02","1","","00317","02","15","1","5","086","01078",10950
"0031815","01","03","01","2","","1","2","04","1","","00318","15","25","2","1","142","01677",2524
"0031905","02","05","01","1","1","1","1","02","1","","00319","05","10","1","1","054","00803",1326
"0032002","01","03","01","2","","2","","01","1","","00320","02","09","1","4","049","00614",4170
"0032101","02","04","01","1","1","2","","01","1","","00321","01","28","1","2","162","01854",1989
"0032203","01","01","01","2","","1","1","02","1","","00322","03","04","1","6","024","00254",833
"0032302","02","03","01","2","","1","1","02","1","","00323","02","18","1","3","103","01231",1105
"0032416","01","03","00","2","","2","","02","1","","00324","16","17","4","5","096","01156",1044
"0032507","02","06","02","1","1","1","1","04","1","","00325","07","17","4","5","096","01156",1044
"0032613","02","03","01","2","","1","1","06","1","","00326","13","01","4","3","003","00008",1437
"0032713","01","01","00","2","","2","","03","1","","00327","13","30","3","5","172","02037",7808
"0032805","01","04","01","2","","2","","02","1","","00328","05","29","3","5","170","02015",1223
"0032916","01","06","01","2","","2","","01","1","","00329","16","30","3","5","172","02038",7808
