"LLAVEVIV","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","FOLIO","VIV_SEL","ENT","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"0948403","03","04","01","2","","1","1","04","1","","09484","03","11","1","3","058","00844",5317
"0948502","02","06","01","1","1","1","1","03","1","","09485","02","19","1","2","107","01320",3082
"0948618","02","02","00","2","","2","","01","1","","09486","18","24","4","2","137","01599",1009
"0948705","01","06","03","1","1","1","1","02","1","","09487","05","19","1","2","107","01312",3177
"0948803","02","04","01","2","","2","","05","1","","09488","03","15","1","5","087","01097",11460
"0948906","04","06","01","1","1","1","1","04","1","","09489","06","20","2","6","109","01372",3454
"0949020","01","02","01","2","","1","1","01","1","","09490","20","15","4","5","083","01024",5447
"0949109","02","04","01","2","","1","1","04","1","","09491","09","32","2","3","185","02139",1468
"0949201","03","08","02","1","2","1","1","01","1","","09492","01","09","1","4","050","00695",3569
"0949319","03","03","02","2","","1","1","02","1","","09493","19","01","2","3","002","00006",392
"0949404","02","05","02","1","1","1","1","04","1","","09494","04","14","1","3","078","00976",10781
"0949501","02","03","01","1","1","1","1","01","1","","09495","01","28","1","2","164","01962",1817
"0949618","02","03","01","2","","1","1","05","1","","09496","18","10","2","1","051","00767",1281
"0949702","02","03","01","1","1","1","1","05","1","","09497","02","19","2","2","108","01339",3400
"0949803","01","02","01","2","","2","","02","1","","09498","03","23","1","6","132","01536",1748
"0949902","03","05","01","1","1","1","1","03","1","","09499","02","20","2","6","109","01371",10690
"0950004","02","06","02","2","","2","","01","1","","09500","04","09","1","4","049","00615",4169
"0950101","03","04","01","1","1","1","1","04","1","","09501","01","02","1","1","010","00119",2740
"0950203","03","05","02","2","","1","1","01","1","","09502","03","09","1","4","050","00713",3405
"0950317","01","04","01","2","","2","","01","1","","09503","17","20","3","6","110","01376",4727
"0950402","03","05","02","2","","2","","02","1","","09504","02","08","1","1","045","00529",3028
"0950505","02","03","01","1","2","1","1","04","1","","09505","05","02","1","1","010","00098",3467
"0950602","03","05","02","1","1","2","","02","1","","09506","02","28","1","2","162","01876",1713
"0950704","02","02","01","2","","2","","04","1","","09507","04","20","2","6","110","01377",3890
"0950803","03","05","01","1","1","1","1","03","1","","09508","03","09","1","4","048","00586",3644
"0950904","03","04","01","1","1","1","1","05","1","","09509","04","02","1","1","010","00109",2930
"0951005","01","01","00","2","","2","","01","1","","09510","05","32","1","3","188","02150",1541
"0951101","03","04","01","1","1","1","1","01","1","","09511","01","25","1","1","146","01732",2859
"0951209","02","02","01","2","","1","2","05","1","","09512","09","21","3","5","115","01405",6115
"0951303","01","01","01","2","","1","1","02","1","","09513","03","17","1","5","098","01185",1596
"0951411","01","03","01","1","1","1","2","02","1","","09514","11","32","4","3","187","02146",1688
"0951501","02","03","01","2","","1","1","02","1","","09515","01","16","3","3","088","01107",4964
"0951601","01","01","01","2","","2","","01","1","","09516","01","29","2","5","169","02002",1015
"0951702","02","03","02","1","2","1","1","03","1","","09517","02","25","1","1","144","01685",3706
"0951815","02","02","00","2","","1","1","04","1","","09518","15","04","3","6","019","00221",707
"0951910","01","02","01","2","","2","","02","1","","09519","10","28","4","2","160","01845",1479
"0952001","05","08","02","1","3","1","1","07","1","","09520","01","01","1","3","005","00043",1062
"0952102","01","02","01","1","1","1","1","02","1","","09521","02","09","2","4","048","00559",5687
"0952210","01","03","01","2","","2","","01","1","","09522","10","22","3","3","123","01462",2245
"0952305","01","01","00","2","","2","","01","1","","09523","05","09","1","4","048","00576",3999
"0952401","02","05","01","2","","1","1","04","1","","09524","01","09","1","4","050","00707",3479
"0952502","02","08","03","1","2","1","1","02","1","","09525","02","17","1","5","099","01204",1561
"0952603","01","02","00","1","1","2","","02","1","","09526","03","12","1","6","064","00892",3147
"0952720","03","04","00","1","1","1","1","04","1","","09527","20","30","4","5","174","02047",5218
"0952805","02","04","01","1","1","1","1","02","1","","09528","05","09","1","4","049","00674",1437
"0952902","02","03","01","1","1","1","1","06","1","","09529","02","26","1","1","150","01761",2403
"0953004","02","03","01","2","","1","1","03","1","","09530","04","23","1","6","134","01571",2231
"0953101","03","06","02","1","1","1","1","03","1","","09531","01","05","1","2","030","00338",1543
"0953201","04","08","04","1","1","1","1","05","1","","09532","01","01","1","3","006","00054",1277
"0953303","01","03","00","2","","2","","02","1","","09533","03","07","3","6","037","00442",5052
"0953404","03","04","00","2","","2","","01","1","","09534","04","16","4","3","089","01112",3033
"0953501","02","04","01","1","1","1","1","05","1","","09535","01","30","1","5","175","02064",4903
"0953601","02","04","01","1","2","1","1","03","1","","09536","01","14","3","3","075","00965",3506
"0953705","02","04","02","2","","1","1","05","1","","09537","05","16","1","3","092","01130",4767
"0953803","01","01","00","1","1","1","1","03","1","","09538","03","23","1","6","131","01527",1108
"0953904","03","05","02","2","","2","","02","1","","09539","04","30","2","5","172","02035",8713
"0954005","03","05","01","2","","1","1","04","1","","09540","05","21","1","5","121","01434",4829
"0954113","01","02","01","2","","2","","02","1","","09541","13","21","3","5","115","01405",6115
"0954219","02","04","02","1","1","1","1","05","1","","09542","19","23","4","6","130","01515",1790
"0954305","04","07","01","1","1","1","1","05","1","","09543","05","15","4","5","083","01023",11415
"0954401","02","03","02","1","1","1","1","05","1","","09544","01","19","2","2","106","01285",3116
"0954503","02","03","01","2","","1","1","04","1","","09545","03","10","2","1","053","00785",1262
"0954603","02","04","01","1","2","1","1","05","1","","09546","03","02","1","1","010","00098",3467
"0954702","03","06","01","2","","2","","01","1","","09547","02","28","1","2","162","01902",1538
"0954804","01","01","00","2","","2","","01","1","","09548","04","19","1","2","106","01293",2525
"0954902","01","04","01","2","","2","","03","1","","09549","02","28","1","2","162","01872",1730
"0955007","01","03","01","2","","1","1","03","1","","09550","07","23","2","6","129","01513",2829
"0955101","02","03","01","1","1","1","1","02","1","","09551","01","20","2","6","113","01392",3160
"0955203","03","05","02","1","1","1","1","02","1","","09552","03","22","1","3","128","01509",1993
"0955315","01","03","01","2","","2","","01","1","","09553","15","20","4","6","111","01383",3212
"0955410","02","03","01","1","1","1","1","04","1","","09554","10","13","4","5","070","00932",2540
"0955514","01","02","01","2","","2","","03","1","","09555","14","27","3","6","153","01808",2893
"0955605","04","06","03","2","","1","1","04","1","","09556","05","30","1","5","176","02078",5059
"0955703","03","04","01","1","3","1","1","04","1","","09557","03","01","1","3","005","00031",1371
"0955820","01","02","01","2","","1","1","04","1","","09558","20","03","2","1","012","00143",609
"0955901","01","04","01","1","2","1","1","02","1","","09559","01","26","1","1","151","01776",2135
"0956001","03","05","01","1","1","1","1","04","1","","09560","01","09","1","4","050","00721",3243
"0956106","02","05","01","2","","2","","03","1","","09561","06","31","4","6","180","02091",2598
"0956203","03","03","02","2","","2","","03","1","","09562","03","31","2","6","182","02107",1902
"0956302","03","04","02","1","1","2","","04","1","","09563","02","32","4","3","187","02145",1691
"0956412","01","03","01","2","","2","","03","1","","09564","12","22","4","3","125","01466",2305
"0956503","02","05","02","2","","2","","02","1","","09565","03","03","1","1","017","00192",642
"0956613","02","02","01","2","","1","1","04","1","","09566","13","31","2","6","178","02085",2014
"0956716","01","02","01","1","1","1","1","02","1","","09567","16","06","2","3","032","00392",627
"0956805","02","04","02","1","2","1","1","01","1","","09568","05","10","1","1","053","00793",1196
"0956901","01","03","02","2","","1","1","01","1","","09569","01","21","1","5","122","01450",4811
"0957003","02","03","01","2","","2","","02","1","","09570","03","09","1","4","048","00574",4103
"0957102","02","04","01","2","","1","1","02","1","","09571","02","09","1","4","049","00633",3737
"0957204","04","07","00","1","1","1","1","10","1","","09572","04","30","4","5","173","02043",4521
"0957301","02","03","01","1","1","1","1","03","1","","09573","01","15","1","5","087","01093",12542
"0957403","01","03","01","1","1","1","1","01","1","","09574","03","10","1","1","053","00787",1233
"0957516","03","03","02","1","1","1","1","04","1","","09575","16","18","2","3","100","01213",1488
"0957601","05","09","02","2","","1","1","05","1","","09576","01","25","2","1","142","01677",2524
"0957704","03","05","01","2","","1","2","10","1","","09577","04","32","2","3","185","02139",1468
"0957802","01","01","01","2","","2","","05","1","","09578","02","27","1","6","156","01829",1722
"0957905","04","06","03","1","1","1","1","05","1","","09579","05","25","1","1","145","01720",1138
"0958004","01","01","01","2","","2","","01","1","","09580","04","17","1","5","097","01178",1181
"0958101","03","05","01","1","1","1","1","03","1","","09581","01","19","1","2","108","01343",3343
"0958214","01","02","01","1","1","2","","02","1","","09582","14","20","4","6","111","01384",3206
"0958304","02","06","01","2","","2","","02","1","","09583","04","30","2","5","172","02036",7817
"0958404","01","02","00","2","","2","","02","1","","09584","04","09","1","4","048","00596",3213
"0958503","01","03","01","2","","2","","06","1","","09585","03","31","3","6","182","02103",1967
"0958604","03","05","01","1","1","1","1","02","1","","09586","04","32","1","3","190","02168",2275
"0958703","02","03","01","2","","1","1","01","1","","09587","03","09","1","4","050","00681",4096
"0958803","02","04","01","1","1","1","1","05","1","","09588","03","27","1","6","156","01834",771
"0958902","01","06","02","1","1","1","1","02","1","","09589","02","20","1","6","114","01398",4060
"0959004","03","06","03","1","2","1","1","04","1","","09590","04","29","2","5","170","02030",818
"0959105","01","02","01","2","","2","","03","1","","09591","05","30","4","5","173","02044",4268
"0959201","02","03","01","1","1","1","1","04","1","","09592","01","15","1","5","086","01081",10084
"0959303","03","04","01","2","","1","1","06","1","","09593","03","28","1","2","163","01918",1883
"0959403","03","04","01","1","2","1","1","04","1","","09594","03","26","1","1","152","01802",2095
"0959512","02","04","00","1","1","2","","06","1","","09595","12","20","4","6","111","01380",3726
"0959605","03","04","01","2","","2","","05","1","","09596","05","11","1","3","058","00853",4672
"0959717","01","02","00","2","","2","","03","1","","09597","17","12","4","6","063","00886",2839
"0959818","03","04","02","1","1","1","1","03","1","","09598","18","25","4","1","143","01678",2442
"0959903","01","02","01","2","","1","1","03","1","","09599","03","17","1","5","097","01171",1518
"0960014","03","04","01","1","1","1","1","07","1","","09600","14","32","4","3","187","02148",1543
"0960116","02","04","00","2","","2","","04","1","","09601","16","07","4","6","039","00448",4578
"0960204","03","06","02","1","2","1","1","03","1","","09602","04","22","1","3","128","01502",2168
"0960304","03","04","01","1","2","1","1","04","1","","09603","04","19","1","2","108","01344",3343
"0960414","03","06","01","2","","2","","10","1","","09604","14","04","4","6","021","00229",690
"0960505","03","06","03","1","4","1","1","04","1","","09605","05","26","1","1","151","01773",2173
"0960605","03","04","01","2","","1","1","03","1","","09606","05","09","1","4","049","00605",4730
"0960706","01","02","00","2","","2","","07","1","","09607","06","12","3","6","061","00877",2869
"0960804","04","05","02","1","1","1","1","04","1","","09608","04","14","1","3","079","00992",7674
"0960915","03","05","02","1","1","1","1","05","1","","09609","15","31","3","6","179","02088",1811
"0961005","03","05","01","2","","2","","04","1","","09610","05","15","3","5","086","01065",13704
"0961105","02","03","01","1","3","1","1","04","1","","09611","05","05","1","2","031","00374",1832
"0961203","01","03","01","1","1","2","","02","1","","09612","03","31","1","6","183","02116",2118
"0961304","04","05","02","1","1","1","1","05","1","","09613","04","19","1","2","107","01317",3114
"0961401","02","03","01","2","","1","1","01","1","","09614","01","05","1","2","030","00336",1549
"0961503","02","03","01","2","","1","1","02","1","","09615","03","23","1","6","132","01538",1693
"0961602","02","02","02","1","2","1","1","02","1","","09616","02","02","1","1","011","00125",3058
"0961703","01","06","02","2","","1","1","04","1","","09617","03","19","1","2","106","01268",3360
"0961803","01","04","02","1","1","1","1","03","1","","09618","03","04","1","6","025","00268",805
"0961907","04","06","00","1","1","1","2","05","1","","09619","07","05","4","2","028","00277",1380
"0962005","01","03","01","1","1","1","1","01","1","","09620","05","05","1","2","031","00387",1648
"0962105","01","03","01","1","1","1","1","03","1","","09621","05","05","1","2","030","00358",1424
"0962203","02","03","01","1","1","1","1","03","1","","09622","03","02","1","1","009","00084",2880
"0962305","02","06","01","1","1","2","","02","1","","09623","05","08","1","1","045","00530",2985
"0962401","01","04","00","2","","2","","02","1","","09624","01","12","4","6","063","00885",2839
"0962505","02","03","01","2","","1","1","08","1","","09625","05","10","1","1","053","00777",1333
"0962615","03","05","01","1","1","1","1","04","1","","09626","15","30","4","5","174","02047",5218
"0962715","03","05","01","1","1","1","2","03","1","","09627","15","30","4","5","174","02048",4995
"0962802","05","06","02","1","5","2","","02","1","","09628","02","18","1","3","104","01243",963
"0962901","02","04","02","1","2","1","1","02","1","","09629","01","08","1","1","046","00553",2825
"0963014","01","02","00","1","1","2","","02","1","","09630","14","16","4","3","089","01112",3033
"0963118","02","03","01","2","","1","1","05","1","","09631","18","20","4","6","112","01386",3430
"0963201","03","05","01","2","","1","1","05","1","","09632","01","22","1","3","128","01508",2001
"0963302","03","04","04","1","1","1","1","03","1","","09633","02","11","1","3","058","00848",4928
"0963402","03","05","01","1","1","2","","10","1","","09634","02","26","1","1","151","01765",2599
"0963505","03","04","01","2","","2","","05","1","","09635","05","29","3","5","171","02032",830
"0963601","01","02","02","2","","1","1","01","1","","09636","01","23","1","6","131","01528",848
"0963702","01","03","01","2","","1","1","04","1","","09637","02","14","4","3","077","00970",8757
"0963817","02","05","01","1","1","1","1","05","1","","09638","17","22","4","3","125","01467",2137
"0963917","01","02","00","2","","2","","05","1","","09639","17","17","3","5","094","01147",952
"0964002","03","06","01","1","1","1","1","03","1","","09640","02","10","1","1","054","00810",1296
"0964103","02","04","01","2","","1","1","01","1","","09641","03","24","1","2","139","01632",1299
"0964205","02","03","01","2","","1","1","06","1","","09642","05","23","1","6","132","01555",1256
"0964315","01","02","01","2","","1","2","02","1","","09643","15","25","3","1","141","01673",2778
"0964403","01","03","01","1","1","1","1","03","1","","09644","03","02","1","1","010","00109",2930
"0964516","02","03","01","2","","2","","04","1","","09645","16","13","4","5","071","00938",2501
"0964618","02","06","01","1","1","2","","04","1","","09646","18","16","4","3","089","01113",3018
"0964714","01","02","00","2","","2","","03","1","","09647","14","24","4","2","136","01589",1281
"0964806","03","04","02","2","","1","1","03","1","","09648","06","24","3","2","135","01584",1829
"0964902","01","02","01","2","","2","","02","1","","09649","02","23","1","6","132","01546",1543
"0965004","01","02","01","1","1","2","","01","1","","09650","04","14","2","3","075","00961",16402
"0965110","02","02","00","2","","2","","02","1","","09651","10","12","4","6","063","00887",2678
"0965214","01","02","01","2","","2","","05","1","","09652","14","31","4","6","180","02092",2522
"0965302","01","01","00","2","","2","","01","1","","09653","02","09","1","4","049","00656",3132
"0965404","01","01","01","2","","1","1","04","1","","09654","04","09","1","4","049","00620",4040
"0965505","02","03","01","2","","2","","02","1","","09655","05","27","2","6","153","01807",2589
"0965604","03","06","01","1","1","1","1","05","1","","09656","04","29","3","5","166","01968",2162
"0965701","01","02","02","2","","1","1","01","1","","09657","01","18","1","3","104","01246",891
"0965805","02","04","01","1","3","1","1","04","1","","09658","05","13","3","5","067","00919",1831
"0965912","02","04","01","2","","2","","03","1","","09659","12","30","4","5","174","02046",5443
"0966001","02","03","02","2","","1","1","05","1","","09660","01","27","3","6","156","01828",1791
"0966104","03","04","02","1","4","1","1","04","1","","09661","04","14","1","3","078","00978",9619
"0966202","01","01","00","1","1","2","","02","1","","09662","02","11","1","3","058","00842",5752
"0966315","01","03","01","2","","2","","02","1","","09663","15","07","4","6","039","00447",4920
"0966405","02","06","01","2","","1","1","02","1","","09664","05","29","2","5","166","01969",729
"0966507","03","05","01","2","","1","1","04","1","","09665","07","10","3","1","051","00765",1494
"0966602","03","05","01","1","1","1","1","04","1","","09666","02","19","1","2","107","01310",3190
"0966704","03","07","01","1","1","1","1","04","1","","09667","04","24","1","2","139","01629",1328
"0966802","03","06","01","1","1","1","1","05","1","","09668","02","09","1","4","050","00728",3027
"0966902","03","05","01","1","2","1","1","04","1","","09669","02","25","1","1","146","01722",3772
"0967017","01","02","01","1","1","2","","02","1","","09670","17","21","2","5","116","01407",6595
"0967103","02","03","02","2","","1","1","02","1","","09671","03","27","3","6","156","01824",2754
"0967204","01","02","01","1","1","2","","01","1","","09672","04","15","1","5","086","01079",10531
"0967307","04","07","00","2","","1","1","03","1","","09673","07","16","2","3","088","01109",4626
"0967405","01","01","01","2","","1","1","06","1","","09674","05","10","1","1","054","00800",1335
"0967505","03","05","01","2","","1","1","04","1","","09675","05","09","1","4","048","00565",4449
"0967608","04","08","04","1","2","1","1","04","1","","09676","08","13","3","5","067","00919",1831
"0967704","02","03","01","1","2","1","1","03","1","","09677","04","02","1","1","011","00139",2151
"0967804","02","04","01","1","2","1","1","03","1","","09678","04","08","1","1","044","00511",2512
"0967912","01","02","01","2","","2","","01","1","","09679","12","28","4","2","160","01845",1479
"0968011","02","04","01","2","","2","","07","1","","09680","11","12","3","6","061","00877",2869
"0968116","02","02","00","2","","2","","03","1","","09681","16","22","4","3","125","01465",3729
"0968205","01","05","01","2","","1","1","01","1","","09682","05","19","1","2","107","01303",3279
"0968304","02","03","01","1","2","1","1","04","1","","09683","04","08","1","1","044","00493",3043
"0968404","03","04","01","1","1","1","1","03","1","","09684","04","09","1","4","050","00682",3886
"0968503","02","03","02","1","1","1","1","02","1","","09685","03","15","1","5","085","01052",10908
"0968605","02","03","01","2","","1","1","02","1","","09686","05","26","1","1","150","01753",2595
"0968704","03","05","03","1","1","1","1","05","1","","09687","04","27","1","6","158","01841",3131
"0968812","03","05","01","1","1","2","","04","1","","09688","12","13","4","5","070","00931",3702
"0968910","01","03","01","1","2","1","1","02","1","","09689","10","15","3","5","081","01018",5909
"0969003","02","03","01","2","","1","1","07","1","","09690","03","09","1","4","049","00626",3854
"0969106","03","08","02","1","3","1","1","03","1","","09691","06","32","3","3","186","02143",1518
"0969204","02","05","02","1","1","1","1","04","1","","09692","04","03","3","1","013","00146",496
"0969303","01","01","01","2","","1","2","03","1","","09693","03","21","2","5","116","01407",6595
"0969419","02","03","00","2","","2","","03","1","","09694","19","13","4","5","071","00938",2501
"0969503","02","03","01","2","","1","1","02","1","","09695","03","28","1","2","163","01942",1687
"0969602","02","05","01","1","1","1","1","03","1","","09696","02","09","1","4","049","00638",3604
"0969720","01","02","00","2","","1","2","03","1","","09697","20","12","4","6","063","00888",2579
"0969805","02","04","01","1","2","1","1","04","1","","09698","05","24","1","2","138","01610",1269
"0969902","02","03","00","2","","1","1","04","1","","09699","02","12","1","6","064","00891",3190
"0970005","05","07","03","1","2","1","1","09","1","","09700","05","03","1","1","016","00177",575
"0970101","02","08","02","1","1","1","1","03","1","","09701","01","21","1","5","122","01453",4305
"0970220","02","05","01","1","1","2","","05","1","","09702","20","10","3","1","051","00766",1365
"0970302","03","04","01","1","1","1","1","03","1","","09703","02","09","1","4","049","00659",3093
"0970416","01","02","01","2","","1","1","06","1","","09704","16","27","2","6","153","01812",2385
"0970502","02","03","02","2","","2","","02","1","","09705","02","11","2","3","056","00829",19751
"0970603","02","03","01","1","1","1","1","03","1","","09706","03","29","3","5","169","01979",1077
"0970719","01","02","00","2","","2","","02","1","","09707","19","07","4","6","039","00455",3338
"0970802","01","02","01","2","","1","2","02","1","","09708","02","19","1","2","107","01319",3086
"0970905","01","03","01","2","","1","1","01","1","","09709","05","24","1","2","139","01642",1223
"0971014","04","05","01","1","1","1","1","07","1","","09710","14","13","3","5","067","00919",1831
"0971102","03","04","01","1","1","1","1","05","1","","09711","02","02","1","1","011","00138",2175
"0971216","01","02","01","1","1","1","1","03","1","","09712","16","02","4","1","008","00063",1922
"0971317","02","03","01","1","1","1","1","02","1","","09713","17","10","4","1","052","00774",1138
"0971419","02","04","01","1","2","1","1","02","1","","09714","19","08","4","1","043","00484",2372
"0971504","01","02","01","2","","2","","01","1","","09715","04","05","1","2","029","00310",1581
"0971605","02","03","01","1","1","1","1","03","1","","09716","05","15","1","5","087","01093",12542
"0971701","02","04","01","2","","2","","02","1","","09717","01","03","1","1","017","00184",703
"0971816","02","03","00","2","","2","","02","1","","09718","16","29","4","5","167","01976",500
"0971901","03","07","01","1","2","1","1","07","1","","09719","01","05","2","2","026","00271",5495
"0972003","02","03","01","2","","2","","03","1","","09720","03","15","1","5","085","01046",11818
"0972104","01","05","01","1","1","1","1","02","1","","09721","04","30","4","5","174","02045",5770
"0972205","04","07","02","1","1","1","1","04","1","","09722","05","06","1","3","035","00419",817
"0972307","03","04","01","1","1","1","1","05","1","","09723","07","12","4","6","063","00887",2678
"0972405","03","04","02","1","1","1","1","04","1","","09724","05","13","1","5","074","00957",2792
"0972515","02","03","00","1","1","1","1","04","1","","09725","15","02","4","1","008","00062",1927
"0972602","01","02","01","2","","2","","02","1","","09726","02","29","2","5","170","02023",991
"0972710","03","04","02","1","2","1","1","03","1","","09727","10","24","2","2","135","01583",1844
"0972820","02","03","00","2","","2","","01","1","","09728","20","17","4","5","096","01157",995
"0972904","02","04","01","1","2","1","1","03","1","","09729","04","29","3","5","170","02026",917
"0973013","01","05","01","1","1","2","","02","1","","09730","13","19","2","2","105","01252",2794
"0973104","01","03","01","2","","2","","01","1","","09731","04","08","1","1","044","00502",2777
"0973203","01","05","01","1","1","1","1","01","1","","09732","03","09","1","4","050","00737",2858
"0973301","01","01","01","2","","1","1","01","1","","09733","01","15","1","5","085","01045",11921
"0973418","02","03","01","1","2","1","1","04","1","","09734","18","05","3","2","026","00272",1902
"0973504","04","05","01","1","1","1","1","07","1","","09735","04","24","1","2","139","01622",1404
"0973613","01","03","00","2","","1","2","04","1","","09736","13","30","4","5","174","02048",4995
"0973719","02","03","01","2","","2","","03","1","","09737","19","13","3","5","067","00922",1613
"0973812","01","03","01","1","1","1","1","03","1","","09738","12","31","4","6","180","02091",2598
"0973903","01","03","01","1","1","2","","01","1","","09739","03","19","1","2","107","01301",3306
"0974003","02","05","03","1","1","1","1","01","1","","09740","03","22","1","3","128","01508",2001
"0974102","01","04","01","1","2","1","1","06","1","","09741","02","32","3","3","186","02143",1518
"0974212","03","05","01","1","1","1","1","07","1","","09742","12","13","2","5","067","00923",1581
"0974305","03","04","01","2","","1","1","05","1","","09743","05","20","3","6","114","01400",3262
"0974417","03","05","01","2","","1","2","01","1","","09744","17","27","4","6","155","01818",1651
"0974505","01","01","00","2","","2","","02","1","","09745","05","17","1","5","098","01187",1422
"0974604","02","04","01","1","1","1","1","04","1","","09746","04","09","1","4","049","00650",3248
"0974706","03","04","01","2","","2","","05","1","","09747","06","10","4","1","052","00770",1405
"0974801","03","05","02","1","1","1","1","03","1","","09748","01","07","1","6","041","00475",4150
"0974901","03","05","02","1","1","1","1","05","1","","09749","01","05","1","2","029","00280",1644
"0975003","02","04","01","1","1","1","1","01","1","","09750","03","08","1","1","045","00523",3117
"0975107","03","04","02","2","","1","1","02","1","","09751","07","20","3","6","109","01374",2508
"0975213","01","02","00","2","","2","","03","1","","09752","13","04","2","6","020","00224",779
"0975301","01","02","01","1","1","2","","01","1","","09753","01","08","1","1","044","00488",3274
"0975402","01","01","01","2","","2","","02","1","","09754","02","31","1","6","181","02094",2676
"0975505","01","02","01","1","1","1","2","01","1","","09755","05","06","1","3","034","00409",731
"0975602","03","06","02","1","1","1","1","04","1","","09756","02","02","1","1","009","00064",3722
"0975702","04","07","02","1","2","1","1","05","1","","09757","02","31","1","6","184","02131",2562
"0975819","04","06","03","1","3","1","1","02","1","","09758","19","07","2","6","038","00445",7240
"0975901","03","04","02","1","2","1","1","03","1","","09759","01","16","1","3","092","01129",5118
"0976006","01","02","01","1","1","1","1","03","1","","09760","06","31","3","6","179","02088",1811
"0976101","02","04","01","1","1","1","1","03","1","","09761","01","04","3","6","020","00222",977
"0976220","03","04","00","1","2","2","","04","1","","09762","20","21","4","5","117","01413",3844
"0976313","03","05","00","2","","1","1","03","1","","09763","13","27","4","6","155","01821",1493
"0976402","01","01","01","2","","2","","02","1","","09764","02","04","1","6","023","00242",779
"0976517","01","01","00","2","","2","","02","1","","09765","17","04","4","6","021","00228",784
"0976620","01","03","00","2","","2","","01","1","","09766","20","12","4","6","063","00883",3042
"0976705","03","05","01","1","1","1","1","03","1","","09767","05","25","4","1","143","01681",2188
"0976801","02","03","01","2","","1","1","04","1","","09768","01","18","4","3","101","01218",1072
"0976915","03","06","01","2","","2","","01","1","","09769","15","27","4","6","155","01819",1628
"0977002","04","08","03","1","3","1","1","07","1","","09770","02","05","1","2","031","00386",1676
"0977115","01","03","00","2","","2","","03","1","","09771","15","24","4","2","136","01592",1094
"0977205","01","04","03","1","1","1","1","02","1","","09772","05","09","1","4","050","00680",4276
"0977310","01","03","00","2","","2","","03","1","","09773","10","20","4","6","111","01383",3212
"0977404","01","02","01","2","","1","1","02","1","","09774","04","04","1","6","023","00244",752
"0977501","01","03","01","2","","1","2","02","1","","09775","01","28","1","2","163","01922",1833
"0977603","03","04","01","1","1","2","","05","1","","09776","03","15","2","5","085","01041",12342
"0977718","01","02","01","2","","2","","01","1","","09777","18","15","4","5","083","01023",11415
"0977816","03","04","00","2","","2","","03","1","","09778","16","24","4","2","136","01592",1094
"0977916","01","02","01","1","1","2","","05","1","","09779","16","02","4","1","008","00062",1927
"0978002","02","03","01","2","","2","","03","1","","09780","02","21","2","5","116","01409",5069
"0978115","02","04","00","1","1","2","","05","1","","09781","15","07","3","6","037","00443",3934
"0978214","01","02","01","2","","1","1","02","1","","09782","14","31","3","6","179","02088",1811
"0978301","02","03","01","1","1","1","1","06","1","","09783","01","07","1","6","040","00466",3836
"0978414","01","03","01","2","","1","1","04","1","","09784","14","13","2","5","067","00918",1831
"0978512","01","02","01","2","","2","","03","1","","09785","12","26","4","1","149","01741",2121
"0978605","03","06","01","2","","1","1","03","1","","09786","05","08","1","1","044","00506",2740
"0978704","02","03","01","2","","1","1","05","1","","09787","04","19","2","2","105","01251",2799
"0978804","02","03","01","2","","1","1","03","1","","09788","04","14","1","3","079","00994",7315
"0978903","01","02","01","2","","2","","06","1","","09789","03","23","1","6","132","01551",1406
"0979016","03","04","03","1","1","1","1","04","1","","09790","16","14","2","3","075","00966",3387
"0979109","02","04","01","1","2","1","1","02","1","","09791","09","32","4","3","187","02147",1565
"0979218","02","05","01","1","1","1","1","02","1","","09792","18","25","2","1","142","01676",2626
"0979302","01","02","00","2","","2","","01","1","","09793","02","17","1","5","097","01169",1663
"0979405","02","03","01","2","","1","2","03","1","","09794","05","15","1","5","086","01070",12734
"0979504","03","04","02","1","1","1","1","07","1","","09795","04","15","2","5","082","01020",15428
"0979602","01","02","01","2","","2","","01","1","","09796","02","08","1","1","044","00487",3392
"0979715","03","04","01","2","","1","1","05","1","","09797","15","29","3","5","166","01971",658
"0979801","03","05","02","1","1","1","1","05","1","","09798","01","19","1","2","108","01367",3017
"0979901","01","04","01","1","1","1","2","04","1","","09799","01","05","1","2","030","00339",1541
"0980009","01","04","01","2","","2","","01","1","","09800","09","32","4","3","187","02146",1688
"0980120","02","04","00","1","1","1","1","05","1","","09801","20","24","4","2","136","01590",1225
"0980204","02","05","03","1","2","1","1","03","1","","09802","04","18","1","3","104","01245",896
"0980304","03","07","03","1","1","2","","02","1","","09803","04","17","4","5","095","01154",485
"0980402","03","05","01","1","1","1","1","03","1","","09804","02","10","1","1","054","00811",1294
"0980510","02","03","01","2","","2","","01","1","","09805","10","25","4","1","143","01679",2282
"0980601","02","04","01","1","1","1","1","04","1","","09806","01","19","1","2","107","01324",3029
"0980703","02","08","02","1","1","1","1","03","1","","09807","03","05","1","2","030","00349",1476
"0980809","01","04","01","1","1","1","1","01","1","","09808","09","16","4","3","090","01117",3299
"0980904","01","04","01","1","1","1","1","01","1","","09809","04","05","1","2","029","00311",1581
"0981014","01","01","00","2","","2","","01","1","","09810","14","12","4","6","063","00882",3147
"0981111","02","03","00","2","","2","","02","1","","09811","11","31","3","6","179","02088",1811
"0981201","02","04","02","1","2","1","1","02","1","","09812","01","09","1","4","048","00589",3580
